,Date,User,Tweet,ID
35,2023-05-04 17:53:12+00:00,Lu_KoryAnder,@expressopompom Se possível do desbravador de fogo ?,1654182401109643277
36,2023-05-04 17:26:33+00:00,JorgeDa83412197,@o_antagonista Certíssimo. Cartão  de Vacinação   lance prá  lobinho escoteiro.,1654175696397139978
37,2023-05-04 16:55:30+00:00,underwoodbostil,"Ué, escoteiros querem derrubar minha irrelevante conta por quê?",1654167880676540422
38,2023-05-04 16:27:23+00:00,cosmicpew,"a hoyoverse odiar genshin já é um fato, mas uma coisa que me faz ter certeza absoluta disso é que o desbravador do honkai em 1 frase já falou mais que o viajante em todo o jogo",1654160807184171008
39,2023-05-04 16:00:13+00:00,polarro_,Mostra aí sua ficha de desbravador: https://t.co/p9k8lniJHK,1654153970540060678
40,2023-05-04 15:58:25+00:00,Alanilds_,"tô tão feliz q minha irmã tá fazendo escoteiro, ela é lobinha gnt 🥺",1654153517316055041
41,2023-05-04 15:49:25+00:00,eriquinhoz,"agora preparar meu time de seele, bailu (ou natasha), desbravador &amp; algum outro (possivelmente a asta pra avançar minhas ações)",1654151252882669570
42,2023-05-04 15:45:44+00:00,HeyBest5,@XGP_PC_Brasil Desbravador universal,1654150322271531013
43,2023-05-04 15:13:31+00:00,EscoteirosRS,"Unidades Escoteiras Locais a desenvolverem suas capacidades de comunicação para alcançar um público cada vez maior, contribuindo para a captação e expansão do Movimento Escoteiro.

🖥️O evento será online e gratuito, com vagas limitadas.
😉Aproveita a oportunidade e te inscreve!",1654142215810166784
44,2023-05-04 15:12:51+00:00,mycleison,"Terminei de ouvir, hoje, o podcast ""Pico dos Marins: o caso do escoteiro Marco Aurélio"". Trabalho incrível de pesquisa e apuração do Marcelo Mesquita, bem como de roteiro e sonorização por parte da equipe. Uma história fascinante e cheia de mistérios. Quem não ouviu, ouça.",1654142049417920513
45,2023-05-04 14:58:08+00:00,DiarioPrudente,PRUDENTE: Escoteiro de 7 anos salva a vida de amigo engasgado em festa de aniversário https://t.co/ivW7ONpsCA,1654138346938028033
46,2023-05-04 14:45:38+00:00,PauloRi87688923,@SigaGazetaBR Escoteiros,1654135199645544448
47,2023-05-04 14:45:24+00:00,Eunaodigomsm,"@KiriiiVLR vai mantendo só o escudo na serval e na natasha e batendo aos poucos com a seele, com o counter attack da 7 uma hora ou outra tu quebra a fraqueza dele, uma hora vai, e na luta contra o gepard troca a seele pelo desbravador de físico",1654135140572954626
48,2023-05-04 14:32:30+00:00,chaerylogs,ah eu queria ser escoteiro,1654131894773071872
49,2023-05-04 14:26:38+00:00,underwoodbostil,@exercitooficial Escoteiros em seu espaço natural.,1654130415689670656
50,2023-05-04 14:24:57+00:00,underwoodbostil,Espaço para escoteiros brincar de Airsoft.,1654129994250203142
51,2023-05-04 14:23:24+00:00,underwoodbostil,@exercitooficial @CmdoCMN1 Escoteiros indo brincar com helicóptero grátis,1654129602900660224
52,2023-05-04 14:20:08+00:00,underwoodbostil,Escoteiros organizando seu próximo camping.,1654128780624158721
53,2023-05-04 14:18:39+00:00,LuizAnt81698624,"@fiuzafirmao2 Urgente: o dita.. desculpe, ministro Xande decretou a convocação dos Escoteiros para vigiarem as fronteiras do Brasil enquanto o Braço Forte vai pintar os meio fios de Buenos Aires. Até que enfim uma decisão correta.",1654128406974574600
54,2023-05-04 14:10:36+00:00,albuqueer7,@so_avlis Desbravador é kkkkkkkk,1654126381251579913
55,2023-05-04 14:08:20+00:00,jeantenoriu,incrível né como quando você tá de moto nada é longe me sinto um desbravador,1654125812768198661
56,2023-05-04 13:54:43+00:00,Mathsukaze,"@i4jingyuan Aqueles foram o ápice KKKKKKKKKKKKKKKK só de lembrar eu fico rindo, o desbravador parecendo um uga uga com o taco na mão KKKKKKKKKKKKK",1654122386890067974
57,2023-05-04 13:43:11+00:00,FSGorgonha,Um grupo de escoteiros têm mais dignidade e moral que o exército e a polícia federal juntos.,1654119483965943809
58,2023-05-04 11:58:25+00:00,VITORleitedosr1,@MichelleBolso22 O MEDO NAO FAZ PARTE DOS CONQUISTADORES DOS DESBRAVADORES DOS Q SAO FAVORAVEIS AS CAUSAS SOCIAIS.,1654093117539119105
59,2023-05-04 11:56:49+00:00,lcrybbyl,"@expressopompom eu uso a seele, a asta, a bailu e o desbravador mas sinto que o desbravador ta errado, qual seria bom colocar em troca dela?",1654092714244284418
60,2023-05-04 11:51:25+00:00,Serafimtt,"@Lua_De_Lotus Sim, as armas do desbravador kkkkkk",1654091356778668034
61,2023-05-04 11:32:52+00:00,rivanzan,"@WarpZoneMe MK1 foi o desbravador, que nos deixou de boca aberta com a violência

MK2 foi a atualização monstra! Jogadores muito bem balanceados com novidades e mistérios incríveis.O salto foi impressionante

MK3 adicionou combos (inspirado em Killer Instinct lançado 1 ano antes). É supremo!",1654086689722179586
62,2023-05-04 11:12:13+00:00,A_gralha42,"@callmececif 2014 foi centenário do escotismo Paulista, 2024 é centenário da fundação da UEB.",1654081492560084992
63,2023-05-04 10:11:12+00:00,FHMN191,"@indye_lavender Eu nem sei como tá em português, desbravador né? Eu chamo de protagonista entre outros",1654066135610929153
64,2023-05-04 08:46:17+00:00,petitprincy,"@teemoters Então vc está dizendo que não joga com nosso escoteiro, ruivo, baixinho e filantropo 100% das vezes, teemo FC? https://t.co/wEExFkwIjL",1654044765481050114
65,2023-05-04 04:40:40+00:00,marimores_,Ainda não caiu a ficha de que colocamos uma exposição de 3 dias de um grupo escoteiro com menos de 7 adultos atuantes NO SHOPPING MAIS ELITIZADO DA CIDADE!!!! https://t.co/9QBEuJREmP,1653982954098499591
66,2023-05-04 04:09:56+00:00,DiretaLivre,"@audreinalina @BR_DeTodos200Mi @fabifbbr Em anos de advogado nunca vi juiz e desbravador ser contra a M.P e PGR, A BEM DA VERDADE, VOLTOU A ESTACA SE FODA-SE AS LEIS QUERO E PRONTO.",1653975220133277699
67,2023-05-04 04:04:28+00:00,ArKkoTheSmitten,"só deixando aqui evidencias de q vc pode SIM fazer roupa de escoteiro ser bonita, individualizada e memoravel e não apenas uma abominação bege e verde
(ops, shade) https://t.co/7SPBqagozb",1653973843952779265
68,2023-05-04 03:29:40+00:00,moitinhaXD,"@previaxd Eu tirei duas Bronya na primeira vez q joguei no banner, agora tirei o Welt, mas oq eu queria saber é, será q vale a pena investir no desbravador? (Certas missões da história exigem ele)",1653965086434705414
69,2023-05-04 02:58:13+00:00,saidgewolf,simplesmente inevitável. dps desse acampamento voltei a ser maluca obcecada pelo movimento escoteiro 😭,1653957170805764097
70,2023-05-04 02:49:16+00:00,Hahn_Aliss,@poltroninho @https_gon Levando escotismo para o mundo ⚜️,1653954919659978754
71,2023-05-04 02:29:00+00:00,_nacrara__,"quando eu digo que eu amo meu grupo escoteiro e a nova diretoria KKKKKKKK 

vcs pisaram, @marimores_ @lalunabranca @OutroFdp 
👌🏽🤣 https://t.co/fu80vOH4Qh",1653949820732669953
72,2023-05-04 02:23:16+00:00,sosolyz,@pjmrmadu travis escoteiro branco,1653948377082503169
73,2023-05-04 02:11:29+00:00,miilyvi,"@caiique_07 porra man, vc tá desbravador ultimamente né?",1653945412519178241
74,2023-05-04 01:56:47+00:00,Maateeuszinho,@iibtprettymf Traves escoteiro,1653941713709281280
75,2023-05-04 01:44:30+00:00,1706nicole,Deus ouviu minha preces🙏🏼vai ter reunião dos desbravadores!!!😋,1653938621643214849
76,2023-05-04 01:44:00+00:00,marcomacchado,@johnfirpe ai sim me senti prestativo busy desbravador do trânsito de contagem,1653938495457558528
77,2023-05-04 01:28:48+00:00,virgulinadas,@canhoteiros @06Vidotti @crvg_geraldo @eixopolitico O moleque não tem nem pentelho e acha que sabe de alguma coisa da vida. O escoteiro adventista é engraçado.,1653934671082795008
78,2023-05-04 01:03:18+00:00,RdioWebde,@LiaDeSousa1 Desbravadores,1653928250433761280
79,2023-05-04 01:01:40+00:00,eves_freitas,"Um bagulho que eu quero muito que aconteça no campori é conhecer pessoalmente uma galera que me segue… povo mo dahora, me apoiam pakas e eu nem conheço eles direito",1653927840184713219
80,2023-05-04 01:00:09+00:00,ArthurA67138126,"@amatterasoo Por um momento eu tava achando q era o viajante do gayshin impact,mas era o desbravador do honkai",1653927460386353155
81,2023-05-04 00:38:34+00:00,jjangwon_a,Fui no escoteiro hoje...que saudades,1653922027454046213
82,2023-05-04 00:21:01+00:00,naoealaura,preocupada com o quanto sou presente nas redes dos meus alunos pq me pediram pra seguir instagram da equipe do escoteiro e eu segui,1653917609996300288
83,2023-05-04 00:18:13+00:00,corvusvision,@StarRailNewsBr eu amei tanto. o desbravador de fogo é tudo de bom!,1653916905885900800
84,2023-05-04 00:03:10+00:00,yvesdengo,"blz preciso compra
- roupa pro escoteiro
- uma calça nova pra escola
- material 2 semestre
- livro paradidatico",1653913120962641922
85,2023-05-04 00:01:27+00:00,DriguinDigDin,Esse fds eu relembrei muita coisa que vivi na época de escoteiro,1653912689146572801
86,2023-05-03 23:20:32+00:00,Luiz__du,a quantidade de sinais q o mundo tá me dando pra eu voltar pro escoteiro tá meio bizarra,1653902391744364547
87,2023-05-03 23:17:24+00:00,isaias_shadow,@Att_Escoteiros é tipo um apelido  ou é igual o modelo do Twitter?,1653901601965309954
88,2023-05-03 23:07:52+00:00,Att_Escoteiros,"Nas próximas semanas o Discord lançará Pomelo, onde será lançado @username e nomes de exibição! https://t.co/AdcfF69SJg",1653899202962006016
89,2023-05-03 22:48:03+00:00,wildstswift,"não terminei ele, mas irei, promessa de escoteiro",1653894213589774336
90,2023-05-03 22:47:47+00:00,paulokoryio,eu tou com preguiça de fazer as missões do star rail mas vou fazer logo oq tou quase nvl 30 de desbravador,1653894148817076224
91,2023-05-03 22:47:34+00:00,Fnx_Wellkill,"Chegou a Hora a Scrim mais democratida ta on!!

bora ver a ascenção dos desbravadores no apex @Fenix_teamfps @fuinhafps @pok3cremoso 

https://t.co/WrRCxCgmmo",1653894093838196736
92,2023-05-03 22:44:37+00:00,dudalino47_,@naluzaooo @temabrisa @helensilvx Sandália de escoteiro é muito bom kakakakakakamakakakakakak,1653893353375690754
93,2023-05-03 22:42:53+00:00,naluzaooo,@temabrisa @helensilvx a sandália de escoteiro q tu gosta,1653892914626412545
94,2023-05-03 22:33:33+00:00,ChristianoLouz2,"@Dri_Canale Os escoteiros sempre terminam as suas orações com um ""assim seja!""
Eu sou escotista há 22 anos.
Explicando: 
Escoteiro = jovem que participa do escotismo.
Escotista = adulto que orienta o jovem no escotismo.",1653890567195983874
95,2023-05-03 22:15:55+00:00,mothisburned,"desbravador(a) x sampo é esquisito em quesito de shipp

mas eu apoio mesmo assim.",1653886130859786241
96,2023-05-03 21:45:50+00:00,StarLight527w,Oque é que nossos desbravadores tem de tão especial além de serem basicamente uma bomba ambulante? Será que a Kafka desde o inico sabia que nosso corpo seria capaz de aguentar o poder de um Stellarom? Bem... é só uma observação mesmo. https://t.co/98QbIxhnUl,1653878556223471617
97,2023-05-03 21:44:12+00:00,Noryzin2,"@eumechamonando Eu consegui levando natasha, hook, desbravador e seele e full Caça, se vc tiver um bom sustain n precisa se preocupar com isso",1653878148994412546
98,2023-05-03 21:43:20+00:00,xichenlovepage,vou sair dos escoteiros acho,1653877929883975680
99,2023-05-03 21:41:50+00:00,Mathsukaze,"@Isabell05916144 Pode deixar, o Desbravador não vai faltar nessa viagem!!!",1653877550622310402
100,2023-05-03 21:21:05+00:00,broknbirds,"aquele episódio em q o bob esponja e o patrick tão vendendo bolinho igual escoteiros daí eles param na porta de uma moça e perguntam se ela quer, ela diz q vai perguntar a mãe e quando a mãe chega ela diz q vai perguntar a mãe e depois aparece uma outra senhora (mãe dessa 2ª) +",1653872330647412736
101,2023-05-03 20:08:47+00:00,gi_abreu1,pqp encontrei o chefe do escoteiro aqui no sesi,1653854133089099776
102,2023-05-03 19:24:35+00:00,atgii_,a professora de sociologia me perguntou oq era desbravadores aí eu falei oq eu sempre falo pra todo mundo 😔,1653843012663877636
103,2023-05-03 19:23:28+00:00,Andrews_DBV,"“Ou se prende os comunistas pelos crimes que eles cometeram, ou eles fortalecidos, irão nos prender por crimes que não cometemos.”

— Olavo de Carvalho",1653842732413059073
104,2023-05-03 19:10:18+00:00,portalcostanort,Escoteiros do Gemar-19 atuam em Parnaíba formando jovens que difundem ideal de um mundo melhor https://t.co/cXSufKULA2,1653839416593358877
105,2023-05-03 18:40:16+00:00,vdncrt,hoje posto beat novo palavra de escoteiro,1653831859174776838
106,2023-05-03 18:38:18+00:00,altreiderzinha,"@fran_skywalker0 aaaaaaa (escoteiros a ideia foi minha)

pessoas da faculdade ela não quis colocar “desmamando no coice”",1653831365467447302
107,2023-05-03 18:14:58+00:00,RagingDag,"@Aksasa Apenas no anime o protagonista tinha nome definido. Acho que no jogo não tem, pelo menos o 4 não era Yu Nakamura.

Esse aqui eles FALAM durante as cutscenes, apenas dialogo in-game que não XD

Literal, CS e Dialogo cinemático o desbravador fala XD

Dialogo basico só mexe as mãos!",1653825492724613121
108,2023-05-03 18:06:40+00:00,gabpac,@danielsilvieira É que nem escoteiro. Você ganha uma para cada habilidade nova. Aquela da direita é amarrar os sapatos.,1653823401352372233
109,2023-05-03 17:50:53+00:00,eg0death_,"@ahooooyuwu KSKSKSKS JURO TA NO MEU UNIFORME DPS MANDO FOTO

tipo era ""dora (aventureira)"" por causa do escoteiro, mas todo mundo achava que era pq eu parecia a dora kkkk",1653819430680375296
110,2023-05-03 17:19:14+00:00,giibauer,@isa_sedini @Escoteiros Sem falar que não são produtos baratos! Pelo valor a qualidade deveria ser bem melhor!,1653811466590466069
111,2023-05-03 17:02:46+00:00,FreitasLRD,saudade de quando eu era jovem e carregava uma mochila com o dobro do meu tamanho e achava bom fazer jornada do escoteiro andando o dia todo por três dias seguidos,1653807320432885760
112,2023-05-03 17:02:39+00:00,recordtvrp,Escoteiro de 7 anos salva colega engasgado em Prudente https://t.co/agk0iZbalg #RecordTVRioPreto https://t.co/HtyHXMDU4A,1653807291165028367
113,2023-05-03 16:49:37+00:00,Helio255564,"@miriamleitao Independente da culpa ou não do ofice boy fardado de escoteiro ,do Bozzo, esta prisão é arbitária e ilegal!",1653804012024606726
114,2023-05-03 16:32:04+00:00,semlimonada_,saudade de quando eu conhecia escoteiro de todo canto do Brasil e até mesmo de fora,1653799595414106113
115,2023-05-03 16:23:02+00:00,Sempre_Servindo,Ser Escoteiro https://t.co/DwwEImJnHu,1653797322348969984
116,2023-05-03 16:10:55+00:00,semlimonada_,cadê os escoteiros do meu twitter? preciso de ajuda pra escolher especialidades pra fazer,1653794273932849158
117,2023-05-03 15:30:08+00:00,lu_sanguinoc,preciso de um homem forte corajoso desbravador que se voluntarie pra ir no glory hole q tem em frente a belas e depois relate como funciona como escolhe quem vai ser o glory quem vai ser o hole qual a situação do buraco qual o material da parede preciso de um relatório completo,1653784009225252867
118,2023-05-03 15:20:54+00:00,honkaistarbr,"Saudações, Desbravadores!

Em nosso discord está disponível um cargo especial por tempo limitado, apenas as pessoas que entrarem até o dia 26/05 poderão ter acesso ao cargo, não deixe de entrar em nosso discord e fazer novos amigos!

&gt; https://t.co/7PLftrzHp3

#honkaistarrail https://t.co/vFJiF3gJaE",1653781686239342593
119,2023-05-03 14:54:28+00:00,isa_sedini,"@Escoteiros Eu levo 3 dias pra conseguir falar com alguém, quem dirá conseguir a troca de fato",1653775033720766465
120,2023-05-03 14:53:45+00:00,bosslingxiao,@Lua_De_Lotus Acho que vão ser apenas bosses pra gente matar no caminho do desbravador..,1653774854015930369
121,2023-05-03 14:51:04+00:00,Escoteiros,"@isa_sedini Oi Isa! Sentimos muito pelo transtorno, você pode solicitar a sua troca pela sua conta no site da Loja Escoteira ou pelo e-mail loja@escoteiros.org.br😉",1653774177424273408
122,2023-05-03 14:47:01+00:00,mjngau,não acredito que o desbravador fogo é escudo EU JÁ TÔ COM DOIS ESCUDEIRO,1653773160490102787
123,2023-05-03 14:42:08+00:00,Rombaboxe,"Filho meu até poderia ser escoteiro,agora jogador de padel não, por amor de deus.",1653771928652378112
124,2023-05-03 14:30:31+00:00,EddiePeixoto68,@lelispatricia Quando ele era presidente quem fazia a escolta dele? Os escoteiros .🤣🤣🤣 https://t.co/fUJeXSk8g7,1653769008137551872
125,2023-05-03 14:22:03+00:00,sehunohbrazil,"SH: Já faz um tempo desde que eu usei um uniforme escolar…
MC: Certo! Mas você o usou não faz muito tempo...
SH: Quando foi que eu usei?
MC: Como o líder escoteiro, Você usou no fanmeeting…
SH: Você sabe disso, sim, você está certa
https://t.co/7Kb2LnZr4n",1653766876386799616
126,2023-05-03 14:20:40+00:00,myfakeflowers,eu to indo muito bem nesse curso de bullying e cyberbullying to escoteiro. Falo mal dos outros? Sim. Finjo ser outra pessoa? Sim. Espalho fake news? Sim. vou tirar 10,1653766530021064709
127,2023-05-03 13:40:50+00:00,Shiruzin,"Gosto muito dos models de star rail, até onde eu observei cada personagem tem uma altura diferente tipo a março é mais baixa que o desbravador e o desbravador é mais baixo que o Dan heng",1653756503474446339
128,2023-05-03 13:40:00+00:00,suapromo,"🚨 OFERTA RELÂMPAGO NA AMAZON🚨

📖Biblioteca do escoteiro mirim
por R$ 31,00

*Oferta válida por tempo limitado
https://t.co/5n28UpjNjP",1653756293536948226
129,2023-05-03 13:30:21+00:00,xnightwlfx,"@JoaoAlmirante2 Felipe Melo vai ter pena de bater no pec não
No Vasco só tem escoteiro",1653753865731186695
130,2023-05-03 13:23:03+00:00,Sempre_Servindo,9º Jamboree Nacional Escoteiro https://t.co/EiQ7E8pNMQ,1653752029683261440
131,2023-05-03 13:02:03+00:00,asemanaonline,"Uma década de escotismo em Curitibanos.
Com cerca 90 integrantes, grupo curitibanense celebrou dez anos em abril. Saiba mais: https://t.co/eRz2XprCLm https://t.co/Yk5c1w0rVf",1653746743442284544
132,2023-05-03 12:59:37+00:00,jornalistadeba,"Estudantes, escoteiros e voluntários recolheram 35 quilos de resíduos durante um mutirão de limpeza na Praia de Taquaras, em Balneário Camboriú, na manhã de sábado, 29 (bitucas de cigarro, tampas de cerveja, lacres de latas, fragmentos de plásticos). https://t.co/UqRgRtNU9R",1653746129949925382
133,2023-05-03 12:41:23+00:00,escovabit_,Nós de escoteiro ou de marinheiro???,1653741542765481986
134,2023-05-03 12:37:59+00:00,EscoteirosRS,"🙋🏻‍♂️ATENÇÃO! Últimos dias de inscrições para o Webinar: Mística Escoteira!

⚜️A mística escoteira é uma das principais características do Movimento Escoteiro, que busca desenvolver nos jovens valores como respeito, solidariedade, responsabilidade e compromisso com a sociedade.",1653740686980665345
135,2023-05-03 12:36:38+00:00,GE35RS,"🎂Parabéns aos aniversariantes escoteiros que comemoram aniversário neste mês de Maio
🎆Que este novo ano de existência seja repleto de aventuras, aprendizados e muitas oportunidades para colocar em prática os valores e habilidades que o ME proporciona
#FelizAniversário https://t.co/fHh3UwT3VW",1653740346788962306
136,2023-05-03 12:36:00+00:00,ezranarchist,"saudades dele no escoteiro, foi quando ele saiu q tudo desandou no leão",1653740186763685891
137,2023-05-03 12:34:48+00:00,Marcolinhesss,"Engraçado né, no genshin o viajante é uma criança em estatura corporal mas tem mais de 500 anos
No honkai a gente tem o desbravador com a estatura de um adulto e que tem literalmente meses de vida",1653739887554699269
138,2023-05-03 12:29:20+00:00,hugobosstil,"@crisdemarchii Mas quem poderia ter feito alguma coisa não fez, mais de mil pessoas foram presas por inação dos Escoteiros do Brasil. A fraqueza atrai agressividade, isso é culpa dos Escoteiros que nada fizeram, agora todos vão pagar.",1653738511697100801
139,2023-05-03 12:02:49+00:00,callmececif,@alfacmaori Tenho escoteiro no dia,1653731837905195017
140,2023-05-03 10:46:41+00:00,FlavioMacs,O cara parece um escoteiro,1653712678500671494
141,2023-05-03 10:10:32+00:00,peckiikii,@ViniPedroza_ COMO ASSIM DA PRA TROCAR ESSE COISO DO DESBRAVADOR,1653703581290070016
142,2023-05-03 09:58:42+00:00,ildkuler,@isa_sedini @Escoteiros agora paga faltando 5 centavos pra vc ver oq eles fazem,1653700604303163395
143,2023-05-03 04:57:03+00:00,jordanajb7,era só um campori de jovens na minha vida,1653624690605191169
144,2023-05-03 04:42:22+00:00,yeuxonfire,"golden estava tal qual desbravadores, sem clima pra ganhar o jogo.",1653620996023230466
145,2023-05-03 03:18:48+00:00,shaadyback,@owensmiaa desbravador de mães,1653599964323364864
146,2023-05-03 02:29:28+00:00,lokidiets,o curso de primeiros socorros geralmente os bombeiros ou escoteiros oferecem !,1653587547904155649
147,2023-05-03 02:19:39+00:00,nara_santss,@Gaby_teless um joga a culpa no outro e terminamos dbv,1653585076662288386
148,2023-05-03 01:54:54+00:00,marcysequelada,nao acredito que to viciada em mangá dbv,1653578850968784896
149,2023-05-03 01:40:52+00:00,nourfya,@clarkesva VC FEZ APARECER DBV O MIM 😭😭😭😭 PEEDI 10 ANOS DE VIDA DNV,1653575319893295104
150,2023-05-03 00:43:56+00:00,teahousewitch,"@camsl_a foi simmmmmmm
tomara que vc consiga
meu pai tem várias histórias de escoteiro, acho mega legal",1653560992633090049
151,2023-05-03 00:42:13+00:00,teahousewitch,@camsl_a esses dias vi vários escoteiros na praça e lembrei de vc,1653560559441268742
152,2023-05-03 00:36:30+00:00,Cerebeluke,"@dypirona Desbravador de fogo é muito mais divertido de jogar, juro (a menos que você esteja falando do viajante de genshin, aí não opino pois não gosto nem um pouco do viajante em genshin kkkkk)",1653559121340235777
